emp_no,first_name,last_name,hire_date,birth_date
48403,Hongzue,Krider,1985-08-01,1955-09-01
48405,Mona,Gustavson,1985-12-11,1954-11-03
48407,Theirry,Gischer,1987-02-23,1954-08-07
48412,Aimee,Melski,1988-08-11,1953-01-31
48413,Sandeepan,Huhdanpaa,1987-02-20,1955-08-25
48423,Szabolcs,Famili,1986-12-02,1954-02-03
48426,Amstein,Conte,1985-09-07,1955-09-19
48436,Yakkov,Lanteri,1985-03-27,1955-07-01
48444,Jeanne,Heuter,1988-04-08,1955-09-26
48446,Parke,Kossowski,1986-02-12,1953-07-28
48472,Younwoo,Ratnaker,1985-03-24,1955-03-07
48488,Mong,Feldmann,1987-04-18,1952-08-11
48503,Pranas,Gammage,1987-08-15,1952-05-29
48514,Dinah,Sadowsky,1985-06-26,1952-02-29
48521,Yurij,Tzvieli,1987-10-11,1952-08-20
48524,Danae,Wursthorn,1985-11-20,1954-03-06
48525,Heeju,Eastman,1985-11-17,1955-06-20
48533,Mohammed,Uhrig,1986-02-21,1952-07-19
48534,Mountaz,Bultermann,1988-05-07,1954-07-15
48542,Kazuhide,Zeilberger,1986-08-20,1952-04-29
48546,Yongmin,Koblick,1985-07-22,1952-11-18
48557,Halsur,Picht,1985-04-21,1952-09-27
48562,Tokuyasu,Cmelik,1987-12-16,1953-09-19
48563,Alejandro,Candan,1988-05-29,1955-10-19
48577,Peternela,Piazza,1985-03-27,1954-02-26
48578,Ymte,Luiz,1988-11-11,1955-07-20
48591,Kamran,Rahier,1986-02-21,1952-12-10
48602,Seongbae,Matheson,1985-08-17,1954-04-06
48604,Martins,Potthoff,1986-12-21,1952-09-10
48621,Mircea,Reghbati,1986-08-27,1954-10-20
48626,Jianwen,Munro,1987-06-10,1954-10-12
48629,Shigeichiro,Gopalakrishnan,1988-06-17,1954-01-09
48630,Pramod,Yurek,1987-09-29,1954-06-24
48632,Mingsen,Butterworth,1985-11-23,1952-05-21
48641,Toney,Murtagh,1985-07-13,1955-12-10
48646,Owen,Luby,1986-08-20,1953-08-21
48648,Billur,Munck,1987-10-03,1955-03-09
48651,Vitaly,McClurg,1986-12-12,1954-10-28
48658,Ravishankar,Lally,1988-06-29,1953-03-03
48659,Rosalyn,Lortz,1987-04-17,1954-11-21
48672,Mantis,Servi,1986-10-19,1953-11-17
48682,Karoline,Sessa,1985-03-13,1953-11-13
48683,Peer,Garnham,1986-12-08,1952-09-03
48693,Quingbo,Erev,1985-11-25,1952-11-13
48694,Cedric,Buchter,1985-03-29,1954-11-08
48696,Irena,Giarratana,1987-07-04,1953-10-30
48701,Adly,Msuda,1987-05-10,1952-05-04
48711,Khosrow,Schmittgen,1986-11-07,1952-12-04
48726,Amstein,Isaac,1987-08-02,1952-10-22
48736,Feixiong,Cunliffe,1986-12-04,1954-02-01
48741,Marke,Maccarone,1987-02-26,1952-11-09
48751,Takanari,Luit,1988-07-31,1954-04-08
48757,Stella,Gecseg,1985-06-01,1955-04-11
48772,Sanjai,Hoogerwoord,1988-07-21,1953-05-20
48775,Ranga,Pillow,1987-11-25,1954-07-21
48785,Zhenhua,Pappas,1986-05-18,1953-09-08
48791,Kinh,Covnot,1985-04-02,1952-09-02
48799,Frederique,Giarratana,1987-11-18,1955-03-31
48803,Yuuichi,Bhattacharjee,1985-08-10,1954-07-01
48809,Masami,Farrow,1986-01-25,1955-01-17
48811,Subhada,Zlotek,1986-10-27,1952-06-28
48816,Moty,Stanger,1987-08-01,1953-04-21
48818,Monique,Welham,1986-04-17,1952-09-13
48832,Kitty,Clouatre,1986-09-29,1952-08-02
48834,Felicidad,Ferriere,1986-03-13,1954-09-06
48838,Gay,Meszaros,1985-09-20,1955-11-24
48840,Gay,Alpay,1985-07-27,1955-12-07
48841,Krisda,Busillo,1988-04-07,1954-09-10
48847,Pramod,Hoogerwoord,1986-07-31,1952-06-29
48850,Jianwen,Ramaiah,1987-05-14,1952-06-08
48862,Kersti,Farrag,1985-08-01,1954-11-25
48878,Vishv,Cincotta,1987-08-07,1955-06-08
48883,Vitali,Servi,1987-12-13,1954-07-22
48915,Qiwen,Gerteisen,1987-06-11,1953-06-06
48917,Rosalyn,Vernadat,1987-12-13,1955-04-04
48946,Marsja,Shobatake,1986-10-19,1954-12-25
48955,Masasuke,Onuegbe,1986-10-15,1954-03-04
48970,Kazuhito,Collette,1986-12-27,1953-06-06
48982,Bojan,Chelton,1985-07-26,1952-06-06
48984,Ebru,Cronan,1986-08-13,1954-12-30
48985,Divine,Ozeki,1988-08-15,1953-11-14
48988,Claudi,Famili,1986-08-21,1954-01-08
48996,Navin,Gelosh,1988-09-18,1954-02-25
48999,Boriana,Neimat,1988-01-04,1955-04-24
49002,Indrajit,Verspoor,1986-07-29,1953-06-30
49003,Odoardo,Laventhal,1988-01-26,1953-07-19
49007,Hiroyasu,Aamodt,1985-07-26,1954-01-14
49030,Monique,Thombley,1985-08-19,1952-08-14
49041,Jixiang,Sifakis,1988-01-31,1955-07-24
49047,Dannz,Pargaonkar,1988-03-26,1955-12-09
49053,Gila,Plumb,1987-11-30,1953-03-04
49062,Hailing,Zumaque,1986-04-27,1954-08-28
49073,Luise,Kavvadias,1985-05-02,1954-09-05
49075,Ravishankar,Orlowska,1985-04-24,1953-10-23
49077,Kasturi,Siprelle,1986-11-07,1955-12-03
49086,Kish,Macedo,1985-03-16,1952-09-10
49087,Yifei,Cools,1986-07-09,1955-04-12
49091,Mabry,Papadias,1986-10-17,1955-04-20
49096,Christoper,Picel,1986-02-13,1953-03-10
49105,Otmar,Biros,1985-07-05,1953-03-06
49106,Krassimir,Lorin,1986-08-04,1952-12-24
49115,Xinan,Engelmann,1988-02-17,1954-07-05
49128,Sarita,Kuzuoka,1988-07-22,1954-12-12
49130,Pohua,Bage,1986-05-28,1952-06-25
49138,Zhonghua,Nourani,1988-06-08,1953-07-18
49153,Godehard,Zolotykh,1988-07-31,1954-01-29
49168,Shietung,Tasistro,1986-12-25,1954-06-05
49174,Giri,Pollock,1986-09-10,1952-07-26
49194,Nigel,Plesums,1985-08-08,1953-11-14
49202,Zhaofang,Chiola,1986-07-21,1953-05-06
49224,Shrikanth,Swist,1987-10-03,1952-05-26
49227,Anestis,Clouatre,1988-07-13,1954-02-12
49235,Heather,Shiratori,1987-06-09,1952-08-14
49236,Feiyu,Grandbois,1985-09-27,1955-05-17
49242,Hongzue,Erman,1986-03-24,1953-08-10
49244,Alexius,Trelles,1985-10-10,1953-01-31
49249,Jeong,Bugaenko,1988-03-24,1952-02-20
49251,Barry,Shimshoni,1986-06-23,1954-05-23
49262,Willard,Fairtlough,1985-11-03,1952-11-14
49264,Hsiangchu,Landherr,1987-04-26,1954-07-24
49266,Valeri,Portugali,1988-01-26,1953-06-10
49279,Jovan,Docker,1985-04-23,1954-03-09
49280,Tse,Oxman,1985-09-19,1952-02-22
49291,Leucio,Stasinski,1987-07-18,1952-11-18
49294,Mads,Peltason,1988-11-27,1955-03-13
49300,Xumin,Winter,1985-02-22,1952-08-13
49301,Kien,Schnabel,1987-07-16,1953-06-20
49306,Tuval,Iwayama,1985-09-14,1952-02-28
49310,Yechiam,Assaf,1987-12-03,1953-08-29
49315,Debaprosad,Gihr,1988-04-10,1953-04-12
49320,Zhigen,Ratnakar,1988-03-07,1955-08-01
49335,Gunilla,Breugel,1986-05-02,1954-03-11
49339,Odoardo,Crabtree,1987-06-27,1955-12-23
49340,Rosella,Egerstedt,1987-01-27,1955-08-30
49351,Pranas,Babb,1985-06-10,1953-07-17
49353,Kristin,Lorys,1985-12-24,1954-07-12
49368,Vishu,Erev,1987-04-23,1952-06-08
49382,Bikash,Kalefeld,1985-12-17,1954-12-06
49383,Ipke,Krone,1987-10-23,1952-10-24
49385,Vesna,Egerstedt,1988-01-21,1953-03-05
49428,Sashi,Schueller,1988-01-31,1955-04-11
49430,Nathan,Erez,1988-08-31,1952-05-26
49434,Adin,Koblitz,1985-07-01,1955-01-10
49436,Chanjung,Nitsche,1988-03-30,1953-04-21
49437,Ramalingam,Anguita,1988-12-27,1953-05-27
49438,IEEE,Krichel,1985-05-13,1952-05-30
49449,Tsutomu,Sifakis,1986-02-28,1954-01-06
49457,Vidya,Speek,1988-04-04,1953-01-03
49467,Neelam,Clouatre,1985-12-26,1952-08-28
49496,Jaewoo,Butner,1987-03-05,1954-01-09
49501,Yonghong,Schmezko,1985-02-12,1953-11-20
49509,Roselyn,Samarati,1986-07-27,1953-07-05
49515,Feipei,Schmiedel,1985-11-25,1952-06-16
49524,Saniya,Brender,1985-03-11,1954-04-06
49527,Nigel,Coors,1985-05-24,1954-05-21
49532,Bodh,Ghazalie,1985-04-12,1954-04-21
49537,Minghong,Dulli,1986-06-28,1955-03-26
49551,Dipankar,Ponthieu,1985-05-11,1952-09-07
49556,Divine,Hofman,1988-02-01,1952-04-28
49558,Marko,Rusterholz,1987-01-28,1953-06-07
49565,Radhika,Spell,1988-01-01,1954-01-21
49566,Theirry,Compeau,1987-05-22,1953-12-18
49570,Berry,Henseler,1985-06-20,1954-08-17
49594,Morris,Eiron,1986-12-03,1953-12-06
49599,Pradeep,Gente,1987-12-12,1954-10-03
49617,Mahmut,Domenig,1986-07-10,1952-02-24
49619,Fumiyo,Cools,1986-08-26,1953-04-17
49624,Falguni,Mitsuhashi,1986-06-22,1952-09-08
49625,Shem,Greibach,1985-07-08,1953-01-15
49659,Fatemeh,Sudbeck,1988-11-08,1952-04-01
49660,Oscar,Chinin,1987-04-13,1955-12-21
49667,Sakthirel,Pashtan,1986-05-21,1954-06-12
49668,Xuedong,Braunschweig,1985-04-16,1955-07-25
49674,Yinlin,Haumacher,1987-01-26,1953-09-17
49675,Uri,Tchuente,1988-12-24,1955-12-23
49682,Toshimori,Murtha,1988-01-05,1954-07-04
49696,Sandeepan,Bondorf,1985-05-29,1952-09-28
49699,Lidong,Dulli,1988-05-16,1953-11-17
49707,Tetsushi,Rindone,1987-06-28,1954-08-09
49708,Nagui,Jansch,1986-12-21,1955-06-08
49709,Indrajit,Roisin,1986-03-10,1953-04-08
49710,Goetz,Herber,1985-06-24,1955-06-09
49715,Shunichi,Lieblein,1986-04-14,1955-01-20
49732,Kellyn,Famili,1985-09-02,1955-02-10
49753,Barton,Domenig,1985-03-07,1952-08-18
49758,Radoslaw,Callaway,1985-06-23,1953-03-16
49766,Anestis,Staylopatis,1986-05-22,1953-07-26
49768,Fusako,Nishimukai,1988-12-14,1955-05-22
49769,Zengping,Polupanov,1986-07-05,1952-10-05
49772,Navin,Cools,1987-02-13,1954-06-13
49774,Shigeaki,Zyda,1987-05-03,1955-06-02
49795,Marsha,Vitiello,1988-03-06,1952-04-08
49796,Edwin,Rouquie,1986-08-08,1954-09-20
49806,Barun,Camarinopoulos,1988-02-13,1955-03-14
49811,Toshiki,Kavanagh,1986-03-12,1952-04-09
49813,Sigeru,Solares,1986-04-16,1955-09-17
49820,Christoph,Besancenot,1988-04-29,1954-02-23
49825,Zeljko,Matheson,1988-11-16,1955-11-04
49827,Kazuhide,Barinka,1987-04-05,1955-05-10
49828,Jianwen,Gerteisen,1988-07-07,1954-05-11
49860,Pintsang,Rosin,1985-03-13,1952-05-02
49861,Rosalyn,Zykh,1985-12-13,1953-10-24
49869,Sampalli,Etalle,1986-10-28,1953-03-24
49893,Mahendra,Verhaegen,1985-09-26,1953-11-10
49894,Wilmer,Barvinok,1988-06-14,1952-02-12
49900,Ramzi,Schonegge,1985-05-28,1953-07-19
49902,Hairong,Hiroyama,1988-03-09,1955-03-25
49912,Demos,Swiss,1986-05-02,1954-11-14
49918,Akeel,Maksimenko,1985-07-25,1955-11-06
49920,Dekang,Babu,1987-06-04,1952-08-15
49930,Girolamo,Conte,1985-08-15,1952-11-15
49934,Marsja,Ramalingam,1987-04-07,1955-09-01
49937,Shawna,Thibadeau,1988-03-16,1954-12-26
49940,Anyuan,Wallrath,1987-12-06,1955-04-02
49942,Eric,Hartvigsen,1985-11-04,1955-11-14
49954,Taizo,Scharstein,1987-10-16,1955-02-24
49971,Oddvar,Mandelberg,1988-11-30,1954-10-02
49992,Marsha,Dayana,1986-03-29,1953-09-01
49994,Dhritiman,Ramamoorthy,1986-03-02,1952-07-22
50002,Dannz,Gecsel,1986-04-09,1952-03-23
50006,Charmane,Yeung,1988-06-08,1952-03-01
50012,Danel,Lammel,1985-10-22,1955-10-18
50016,Weicheng,Serna,1988-01-29,1953-07-12
50019,Aloke,Neiman,1987-01-30,1954-11-16
50034,Jixiang,Muhling,1987-02-12,1955-07-20
50041,Tze,Denny,1985-08-11,1953-02-15
50046,Jiakeng,Lyonns,1986-03-26,1954-10-02
50048,Indrajit,Lindqvist,1987-04-05,1955-02-27
50071,Khue,Baalen,1987-11-19,1953-03-13
50072,Vincent,Schnabel,1988-09-09,1953-12-27
50075,Shaz,Muntz,1988-04-14,1953-01-23
50080,Mary,Argence,1987-12-15,1954-01-17
50083,Patricio,Waymire,1986-12-08,1953-02-23
50093,Irene,Improta,1986-02-11,1953-06-13
50102,Adib,Boudaillier,1988-09-09,1955-07-27
50103,Randy,Verspoor,1985-03-25,1954-08-15
50111,Angel,Rosin,1987-04-16,1953-10-28
50126,Terresa,Brendel,1987-09-24,1953-05-03
50135,Clyde,Hebert,1987-03-02,1955-02-22
50145,Angel,Peyn,1987-01-08,1952-11-26
50163,Arlette,Ruther,1988-01-28,1952-09-21
50182,Unal,Kossowski,1988-09-03,1954-08-28
50198,Prasadram,Fortenbacher,1985-03-31,1953-06-23
50199,Yishai,Schreiter,1986-08-19,1952-11-12
50204,Mayuko,Beutelspacher,1988-07-24,1953-05-31
50207,Feiyu,Huxford,1987-03-23,1955-08-16
50218,Boguslaw,Baer,1986-07-26,1954-07-28
50220,Xiaoqiu,Kusalik,1985-09-04,1954-05-07
50234,Abdelkader,Felder,1985-12-14,1953-07-24
50236,Zhenbing,Cangellaris,1988-06-15,1954-12-17
50241,Gor,Melichar,1987-10-23,1952-07-08
50246,Masako,Gils,1988-01-07,1952-07-07
50251,Anoosh,Markovitch,1987-07-15,1955-09-10
50257,Shigeichiro,Pezzoli,1987-06-15,1952-04-23
50268,Danil,Borovoy,1985-08-21,1953-06-10
50274,Horward,Boudaillier,1986-02-12,1954-12-12
50275,Cordelia,Ohori,1985-07-01,1954-03-09
50285,Utz,Bernardeschi,1986-01-26,1955-05-03
50287,Ortrun,Mapelli,1985-06-03,1954-10-28
50294,Arto,Cronan,1985-12-15,1953-06-24
50302,Golgen,Simmel,1987-08-31,1954-01-08
50309,Mostafa,Rodite,1988-04-24,1954-11-26
50318,Remco,Beerel,1988-02-23,1954-12-31
50322,Perla,Larfeldt,1988-03-04,1952-03-23
50324,Geraldo,Taubenfeld,1988-01-30,1955-08-29
50344,Xiping,Qiwen,1986-09-23,1952-02-10
50348,Genevieve,Binkley,1988-07-06,1953-10-11
50351,Shahaf,Fordan,1985-02-27,1955-11-27
50356,Guoxiang,Knightly,1988-10-22,1952-02-29
50361,Sven,Chenoweth,1987-11-24,1955-09-15
50369,Shmuel,Gils,1985-06-05,1954-10-10
50375,Tiina,Kampfer,1987-02-20,1955-04-20
50377,Charlene,Lipner,1986-03-01,1953-07-17
50380,Gino,Schusler,1987-01-02,1953-01-08
50382,Shao,Brendel,1988-02-23,1955-08-20
50393,Lunjin,Marzano,1985-11-06,1954-05-29
50395,Bedir,Garigliano,1986-10-30,1952-12-13
50414,Alois,Belinskaya,1988-04-15,1952-06-30
50437,Maha,Beilner,1987-05-18,1954-12-20
50441,Mahmut,Braunschweig,1988-09-21,1954-11-10
50444,Odysseas,Terwilliger,1987-04-16,1952-07-23
50446,Eberhardt,Denti,1986-01-06,1953-04-25
50449,Jagoda,Alvarado,1986-12-01,1952-06-30
50455,Munir,Anguita,1986-10-19,1952-07-04
50456,Alain,Eastman,1988-04-12,1953-06-10
50469,Berhard,Hinsberger,1986-10-30,1955-07-03
50475,Paris,Hennebert,1987-11-08,1955-03-15
50478,Leni,Benzmuller,1987-07-25,1955-10-13
50479,Mitsuyuki,Ramsey,1987-01-23,1955-05-22
50491,Garnik,Shokrollahi,1987-12-03,1953-05-24
50503,Elvia,Kading,1985-02-28,1952-02-05
50512,Yolla,Shimshoni,1988-07-25,1952-06-23
50513,Gritta,Antonisse,1988-05-16,1953-06-30
50517,Weidon,Snedden,1985-10-11,1954-02-20
50522,Hongzhu,Babu,1985-10-23,1953-06-06
50537,Kristin,Lores,1986-04-29,1955-04-24
50553,Erzsebet,Zschoche,1988-09-30,1955-12-04
50578,Satosi,Merle,1988-02-19,1953-01-07
50585,Dhritiman,Setlzner,1985-08-06,1954-03-30
50588,Ghassan,Swan,1988-04-16,1953-08-06
50590,Leucio,Calkin,1986-09-11,1954-09-14
50594,Mohit,Gulik,1987-04-23,1955-06-26
50605,Jaihie,Crooks,1986-09-15,1952-05-18
50607,Brendon,Felcyn,1988-10-25,1955-06-03
50610,Kazuhira,Nyanchama,1985-11-13,1953-02-28
50613,Hidde,Baig,1988-05-05,1955-04-18
50630,Sachem,Baar,1985-06-25,1954-03-28
50639,Fumiko,Kruskal,1986-12-30,1954-09-25
50649,Chenxi,Rijsenbrij,1986-02-18,1955-05-22
50659,Yuriy,Setia,1988-01-16,1953-03-05
50672,Shen,Greenaway,1988-11-11,1954-11-29
50677,Fei,Perfilyeva,1986-01-15,1953-12-09
50678,Udaiprakash,Chepyzhov,1986-04-19,1954-04-28
50694,Sadun,Middleton,1988-09-10,1953-07-24
50707,Uno,Coney,1985-12-09,1952-06-26
50733,Hironoby,Nivat,1986-06-26,1952-06-07
50736,Ulf,Douceur,1986-04-21,1954-10-14
50739,Kiyomitsu,Guenter,1988-10-13,1953-04-21
50750,Kristen,DasSarma,1987-07-04,1955-08-08
50758,Mara,Isard,1987-02-02,1952-12-21
50790,Hugo,Serdy,1985-04-08,1952-04-16
50805,Xumin,Lenart,1987-09-25,1953-11-28
50807,Muneo,Conde,1986-06-09,1955-02-19
50814,Aamer,Daescu,1988-09-16,1952-07-13
50816,Rosalie,Edelhoff,1985-09-14,1953-05-13
50824,Dipayan,Hoogerwoord,1988-06-20,1955-01-12
50828,Fumiyo,Henders,1986-06-02,1953-05-15
50838,Adil,Skogmar,1988-09-05,1953-10-18
50843,Uno,Aumann,1987-01-18,1955-01-23
50844,Kousuke,Pocchiola,1986-10-06,1955-11-09
50856,Hironoby,Melter,1986-08-22,1954-01-19
50857,Houman,Schmiedel,1988-05-08,1955-05-21
50878,Anneke,Ratnaker,1987-09-02,1953-12-31
50881,Ravishankar,Itzfeldt,1988-03-08,1953-07-27
50883,Kiyotoshi,Gyorkos,1988-06-13,1954-07-16
50891,Guenter,Suermann,1986-07-30,1953-09-07
50893,Tayeb,Garrabrants,1986-07-05,1955-10-23
50895,Stein,Bolsens,1986-01-23,1953-08-26
50899,Pintsang,Gadepally,1986-03-15,1952-06-25
50906,Djenana,Ibel,1987-05-03,1952-08-30
50916,Yuping,Kossowski,1986-10-20,1955-08-31
50933,Kazuhiro,Speer,1986-05-06,1952-10-16
50950,Jolita,Rande,1985-09-23,1955-02-22
50952,Abdulah,Rathonyi,1985-10-19,1955-07-30
50953,Adhemar,Fiebach,1987-05-26,1954-08-04
50954,Yishay,Nations,1986-09-22,1952-04-02
50957,Ipke,Ullian,1986-11-05,1954-10-15
50973,Udi,Krohm,1988-09-11,1955-03-24
50974,Yoshimitsu,Narahara,1985-10-29,1955-09-29
50983,Hironobu,Grandbois,1985-03-17,1954-11-30
50985,Mototsugu,Krichel,1985-11-20,1953-08-28
50995,Ugo,Bala,1988-04-01,1952-08-21
50997,Arco,Karunanithi,1985-12-25,1954-08-19
51035,Gina,Standera,1985-09-18,1954-06-13
51039,Dekang,Penz,1985-07-20,1953-10-01
51056,Kitty,Spell,1987-06-17,1952-03-26
51062,Werner,Narlikar,1988-08-28,1953-09-08
51078,Maia,Leuchs,1987-02-25,1953-07-22
51081,Masadi,Blokdijk,1988-05-03,1953-02-08
51082,Patricio,Kobara,1986-01-20,1953-01-11
51086,Mohit,Rosch,1985-02-10,1954-05-26
51088,Adin,Rathonyi,1988-06-23,1952-05-16
51092,Mountaz,Underwood,1987-01-22,1954-05-03
51113,Evgueni,Camurati,1985-11-24,1952-07-04
51121,Debaprosad,Bierbaum,1986-07-02,1955-10-28
51126,Gully,Zirintsis,1987-05-19,1954-01-04
51148,Lucian,Lubachevsky,1988-12-24,1955-08-11
51149,Gilbert,Rajcani,1985-08-30,1954-12-29
51150,Mona,Ferriere,1985-07-24,1955-05-11
51163,Bilhanan,Strehl,1988-01-26,1954-05-28
51165,Kazuyasu,Anily,1987-10-14,1955-04-18
51166,Xiaobin,Ginesta,1985-07-08,1955-05-14
51175,Mark,Lorho,1987-04-13,1953-08-18
51177,Hironoby,Birsak,1986-05-01,1954-10-18
51190,Sivanarayana,Zedlitz,1986-07-05,1955-10-25
51194,Freyja,Schach,1985-03-06,1953-07-13
51201,Byong,Suomi,1986-02-26,1955-02-17
51208,Arvin,Walstra,1985-07-13,1955-08-26
51218,Shir,Frijda,1985-07-22,1953-03-21
51219,Niclas,Ernst,1986-10-07,1952-07-07
51225,Hironoby,Jullig,1985-03-08,1955-06-21
51234,Berna,Axelband,1987-05-12,1954-08-19
51250,Leah,Alpay,1986-01-03,1954-10-30
51263,Arnould,Pearson,1985-07-01,1953-02-14
51269,Sangeeta,Schmittgen,1988-05-30,1955-03-28
51285,Zhiwei,Itschner,1987-03-10,1954-07-12
51294,Tetsushi,Pell,1985-05-14,1953-12-22
51299,Demos,McClure,1987-01-09,1955-06-23
51307,Xiping,Parascandalo,1985-12-09,1955-04-16
51311,Guadalupe,Fujisaki,1985-05-04,1954-05-23
51313,Alois,Francisci,1987-04-06,1953-01-12
51323,Yannis,Stanger,1987-10-24,1953-10-08
51331,Jackson,Pusterhofer,1988-10-28,1955-09-04
51333,Shichao,Whittlesey,1988-07-15,1952-06-24
51336,Rosli,Pepe,1986-07-07,1954-05-25
51347,Hiroyasu,Randi,1986-10-02,1952-03-23
51351,Pasqua,Perko,1985-10-05,1952-02-10
51363,Georgy,Sundgren,1987-02-19,1955-11-17
51381,Sadok,Huhdanpaa,1985-11-16,1955-08-05
51387,Armond,Coombs,1985-03-31,1952-09-12
51400,KayLiang,Luca,1985-12-22,1955-11-15
51402,Vasiliy,Kuhnemann,1988-05-18,1953-04-14
51404,Lalit,Desikan,1986-03-16,1953-04-26
51412,Atreye,Shumilov,1986-09-19,1952-05-13
51413,Changho,Willoner,1988-03-09,1955-11-30
51414,Mohammed,Improta,1985-08-18,1952-07-08
51417,Troy,Serov,1985-06-19,1952-10-02
51427,Aria,Thebaut,1986-08-14,1953-07-08
51429,Yannis,Saoudi,1986-08-02,1953-09-18
51431,Debaprosad,Merro,1985-11-03,1952-09-28
51438,Alagu,Bernatsky,1988-12-22,1953-03-15
51446,Byong,Uehara,1987-09-23,1952-05-25
51455,Jinpo,Schnabel,1986-01-06,1953-10-18
51476,True,Gerlach,1986-10-01,1952-11-29
51478,Khaled,Markovitch,1985-11-10,1953-12-23
51481,Satoru,Wilfing,1987-05-03,1954-02-12
51487,Masadi,Cools,1986-02-23,1952-11-03
51493,Lene,Birsak,1985-06-02,1952-11-26
51501,Mikhail,Range,1985-10-31,1955-04-09
51503,Dietrich,Famili,1987-07-28,1952-04-27
51507,Khalid,Gubsky,1986-03-31,1952-12-30
51520,Goh,Bierman,1985-02-17,1954-11-19
51521,Chinhyun,Gustavson,1985-07-17,1952-03-22
51526,Debaprosad,Rassart,1987-03-26,1953-03-07
51541,Zito,Boudaillier,1986-01-30,1952-06-11
51548,Freyja,Rahimi,1986-01-24,1954-02-21
51561,Marsha,Docker,1988-11-04,1953-01-17
51571,Yuichiro,Jervis,1988-09-03,1954-01-01
51573,Marl,Merlo,1985-05-20,1952-09-14
51574,Manohar,Rouquie,1985-09-28,1954-10-02
51580,Oscar,Syang,1986-04-06,1953-10-19
51590,Ung,Sudbeck,1985-05-25,1952-06-25
51593,Masasuke,Pardalos,1988-11-17,1952-10-25
51596,Kazunori,Zyda,1986-05-20,1952-09-23
51597,Shuky,Mungall,1986-07-06,1954-07-21
51602,Edwin,Antonakopoulos,1988-12-11,1954-09-29
51611,Takushi,Encarnacion,1987-12-02,1953-06-21
51616,Rafail,Rassart,1986-03-13,1954-01-05
51619,Kensei,Birke,1986-06-24,1953-04-24
51622,Deniz,Casperson,1985-04-12,1955-09-23
51639,Abdelaziz,Czap,1987-09-23,1954-11-27
51640,Remco,Munro,1986-03-06,1954-04-19
51645,Berto,Stassinopoulos,1988-09-07,1953-10-01
51646,Maren,Hellwagner,1986-05-08,1952-11-20
51651,Valdiodio,Kaiserswerth,1986-02-02,1952-08-25
51662,Shir,Varman,1985-10-16,1952-07-05
51667,Ghassan,Bael,1988-02-28,1955-10-25
51668,Luise,Pardalos,1986-05-02,1955-11-17
51669,Tesuya,Kalefeld,1986-12-07,1952-08-23
51681,Ulises,Petereit,1985-06-14,1952-11-27
51686,Luigi,Rosay,1986-07-20,1952-04-27
51688,Jovan,Comte,1987-01-01,1955-01-16
51690,Xiping,Norsworthy,1985-03-26,1955-04-13
51691,Fumiya,Lagarias,1986-07-23,1955-07-26
51694,Mohamadou,Taubman,1987-11-09,1953-05-11
51724,Xiong,Kolvik,1986-11-20,1953-02-25
51736,Shigehiro,Valiente,1988-10-27,1955-12-04
51738,Guenter,Norsworthy,1985-09-16,1955-10-02
51759,Sarita,Sherertz,1988-08-19,1955-08-26
51772,Tristan,Hofmeyr,1988-01-19,1954-01-21
51781,Mandell,Murtagh,1986-07-31,1954-09-18
51788,Uzi,Chleq,1985-06-25,1955-05-30
51791,Marjo,Kroft,1987-07-04,1953-06-03
51792,Aral,Merkl,1987-06-26,1953-12-14
51798,Oddvar,Perin,1988-04-07,1955-11-12
51806,Fumitake,Tasistro,1985-07-02,1954-05-19
51812,Marit,Yoshizawa,1985-11-23,1955-08-18
51818,Boriana,Weedman,1987-03-19,1952-04-30
51821,Koldo,Redmiles,1988-07-29,1953-05-28
51838,Akemi,Woycyznski,1987-03-06,1955-04-25
51840,Leucio,Gimbel,1987-07-18,1953-04-05
51863,Idoia,Bennis,1987-03-05,1953-09-21
51867,Shahaf,Jansch,1985-04-05,1952-05-13
51877,Golgen,Picaronny,1985-08-29,1953-01-20
51878,Goh,Braunmuhl,1987-09-07,1953-02-15
51896,Theron,Gornas,1988-11-29,1953-04-20
51898,Mandell,Luca,1988-09-25,1952-09-16
51909,Baocai,Honglei,1988-05-13,1954-08-14
51910,Rosli,Chenoweth,1988-12-21,1954-06-06
51916,Jingling,Yetim,1987-12-22,1954-08-22
51919,Mizuhito,Duclos,1985-05-03,1954-05-01
51943,Gal,Arlazarov,1986-07-08,1954-07-06
51949,Pranav,Rosti,1985-02-27,1952-04-30
51969,Barna,Bharadwaj,1987-10-10,1952-10-06
51980,Feixiong,Kabayashi,1986-10-12,1955-12-07
51994,Shigehito,Pluym,1986-06-02,1953-10-23
51995,Zhongwei,Roccetti,1985-03-16,1952-12-06
52001,Irene,Varman,1988-02-25,1955-07-23
52002,Parviz,Stamatiou,1986-05-22,1954-10-17
52008,Sachio,Noriega,1985-10-02,1954-12-29
52015,Zeljko,Raoux,1987-07-05,1954-08-24
52054,Margo,Rubsam,1985-08-15,1955-05-14
52058,Jessie,Rassart,1987-03-06,1954-12-05
52063,Ferdinand,Lunt,1986-01-26,1953-08-23
52066,Xiong,Bojadziev,1987-01-28,1955-08-29
52069,Conrado,Krohm,1986-03-29,1952-05-06
52071,Xianlong,Milicic,1986-10-26,1954-08-28
52086,JoAnna,Picco,1985-04-08,1952-05-22
52092,Fai,Ozeri,1985-08-17,1954-02-21
52094,Kensei,Pluym,1987-05-25,1954-04-20
